gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qind_cv	pglobal_cv	qglobal_cv
FOXD2	0	0	0	0	1	0	0	0	318.854688252287	0.783070421662726	0.977273815706995	0.962418111630519	0.0031312490630202	0.933424016036939	0.988503080499225	0.99896660843649	1	0.020506233100031	0.999999691626581
SIRPA	0	0	0	0	1	0	0	0	313.172129451751	0.755132349168727	0.941943216025158	0.950006693964	0.00318797425770537	0.933424016036939	0.988503080499225	0.99896660843649	1	0.0205934164990638	0.999999691626581
BTNL8	0	0	0	0	1	0	0	0	315.672505734799	0.813622621961259	0.949819457414805	0.970668205038698	0.00316276346369868	0.933424016036939	0.988503080499225	0.99896660843649	1	0.0208332234955768	0.999999691626581
UNCX	0	0	0	0	1	0	0	0	297.278055212658	0.700390576408481	0.960103054294252	0.927479906825059	0.00335813022660117	0.933424016036939	0.988503080499225	0.99896660843649	1	0.0210909854926941	0.999999691626581
C11orf24	0	0	1	0	0	0	842.375102897764	842.375102897764	0	0.797989063864634	0.000705452879510515	0.00311923389792979	1	0.933424016036939	0.988503080499225	0.99896660843649	1	0.0211177370612758	0.999999691626581
ACVR2A	0	0	0	0	1	0	0	0	307.688570764853	0.804808303849717	0.931458368245274	0.966344126165012	0.00324469618307004	0.933424016036939	0.988503080499225	0.99896660843649	1	0.021211513070497	0.999999691626581
ELF3	0	0	1	0	0	0	848.146782622862	848.146782622862	0	0.879135584950431	0.000700294296611781	0.00316439101867516	1	0.933424016036939	0.988503080499225	0.99896660843649	1	0.0213779759241582	0.999999691626581
RPE65	0	0	0	0	1	0	0	0	296.164654256806	0.765598675012625	0.920139087563028	0.951734953932252	0.00337073320208953	0.933424016036939	0.988503080499225	0.99896660843649	1	0.0216289372937092	0.999999691626581
SLC38A4	0	0	0	0	1	0	0	0	288.598403965574	0.74366870822665	0.909020432132579	0.941770710799592	0.0034589495109335	0.933424016036939	0.988503080499225	0.99896660843649	1	0.0219127493591433	0.999999691626581
PRAMEF20	1	2	0	0	0	130.215340888616	0	0	0	0.00074209855618268	0.972513080019636	0.00336792862101731	1	0.933424016036939	0.988503080499225	0.99896660843649	1	0.0225430866705646	0.999999691626581
NFE2	0	0	1	0	0	0	769.148319210632	769.148319210632	0	0.826149246657749	0.000777928284381724	0.00344543375583117	1	0.933424016036939	0.988503080499225	0.99896660843649	1	0.0229834738140799	0.999999691626581
ZNF571	0	0	0	0	1	0	0	0	259.265451431368	0.700364743291931	0.917081479860243	0.923609539309658	0.0038495266793635	0.933424016036939	0.988503080499225	0.99896660843649	1	0.0236056593962511	0.999999691626581
SLC35F6	0	0	1	0	0	0	741.493487519709	741.493487519709	0	0.825449707012029	0.000809191862045644	0.00357305533310459	1	0.933424016036939	0.988503080499225	0.99896660843649	1	0.0237048432435215	0.999999691626581
