gene	mis_mle	tru_mle	mis_low	tru_low	mis_high	tru_high
APC	0	503.990340684193	0	127.15415187647778	11.32145422833673	908.5432984692437
KRAS	665.6119043000313	0	153.98143385627168	0	1287.2662895108342	1566.5316038563979
RBM10	13.24568836485223	215.62760755681774	1.9507487727727142	40.985363518393726	40.90050040557355	559.1429692787059
RNF43	0	693.9232819701693	0	46.64911296451263	58.5898887070305	2142.72050064047
TP53	40.06829280431403	0	5.742451834851982	0	123.72427239031569	463.6159980342874
