sample	min_cov	min_prop	bin	pass	bases	mean	11+	21+	31+	41+	51+	61+	71+	81+	91+	101+	111+	121+	131+	141+	151+
PD62066a	20	80	31+	true	50337604	87.6301	97.8900	92.6800	84.8200	75.9900	67.1200	58.6800	50.8200	43.6700	37.3100	31.7200	26.9000	22.7500	19.2200	16.2200	13.7100
PD62066b	20	80	31+	true	50337604	77.5793	97.8800	92.4300	83.8700	74.0200	64.1400	54.7600	46.1300	38.4100	31.6700	25.9200	21.0600	17.0400	13.7700	11.1000	8.9400
PD62066c	20	80	21+	true	50337604	63.2783	96.8100	88.6900	77.1700	64.9600	53.5000	43.2800	34.5300	27.1800	21.1800	16.4000	12.6000	9.6500	7.3600	5.6200	4.2900
PD62067a	20	80	31+	true	50337604	68.3472	97.4800	90.6400	80.3200	69.0200	58.0600	47.9400	38.9200	31.1800	24.7000	19.4300	15.2200	11.8900	9.2700	7.2300	5.6500
PD62067b	20	80	21+	true	50337604	70.9727	96.2600	87.8300	77.7600	67.2000	56.7500	47.1500	38.8600	31.9600	26.3500	21.7900	18.0700	15	12.4700	10.3500	8.5700
PD62067c	20	80	21+	true	50337604	50.1423	93.9700	80.6000	65.4500	51.3100	39.1400	29.3500	21.8200	16.1900	12.0100	8.9400	6.6900	5.0500	3.8100	2.8900	2.2000
PD62068a	20	80	11+	false	50337604	46.2143	93.1900	77.7900	61.1400	46.5000	34.6100	25.3300	18.3600	13.2800	9.6100	6.9900	5.1000	3.7500	2.7800	2.0700	1.5600
PD62068b	20	80	11+	false	50337604	39.9165	89.5900	70.2800	51.9300	37.5200	26.8100	19.0400	13.4800	9.5500	6.8300	4.9100	3.5700	2.6100	1.9200	1.4300	1.0900
PD62068c	20	80	21+	true	50337604	54.5841	94.8300	82.3900	67.8200	54.3000	42.7300	33.2200	25.6400	19.6800	15.1100	11.5900	8.9300	6.9300	5.4000	4.2400	3.3400
PD62068d	20	80	11+	false	50337604	42.6160	89.7600	71.1500	53.6900	39.5300	28.8200	21.0100	15.4400	11.4700	8.6400	6.6000	5.1000	3.9700	3.1100	2.4600	1.9600
PD62068e	20	80	21+	true	50337604	54.4612	95.1300	83.0600	68.5900	55.0200	43.3100	33.6100	25.8000	19.6600	14.9300	11.3300	8.6300	6.6000	5.0800	3.9300	3.0600
PD62068f	20	80	21+	true	50337604	61.3006	95.3100	84.5400	71.4600	58.9800	47.9700	38.6600	30.9500	24.6800	19.6500	15.6800	12.5400	10.0800	8.1500	6.6300	5.4200
PD62068g	20	80	21+	true	50337604	75.6898	94.7300	84.2000	72.8500	62.1500	52.5200	44.2800	37.4000	31.8000	27.2200	23.4500	20.3400	17.7100	15.4800	13.5700	11.9300
PD62069a	20	80	11+	false	50337604	35.2498	86.8500	64.6800	45.5200	31.3300	21.3100	14.4600	9.8400	6.7300	4.6500	3.2500	2.3200	1.6700	1.2100	0.9000	0.6700
PD62069b	20	80	21+	true	50337604	50.7468	95.7800	84.3800	69.6500	55.0900	42.1400	31.2900	22.6100	16	11.1500	7.7000	5.2800	3.6300	2.4700	1.6900	1.1500
PD62069c	20	80	11+	false	50337604	36.8466	88.3000	66.9400	47.6800	32.9400	22.5800	15.5700	10.8800	7.7400	5.5700	4.0400	2.9600	2.1700	1.6000	1.1800	0.8700
PD62070a	20	80	<11	false	50337604	0.1920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD62070b	20	80	21+	true	50337604	68.6966	96.8400	89.0800	78.2400	66.8900	56.1800	46.5800	38.2000	31.1000	25.1500	20.2500	16.2400	13	10.4000	8.3100	6.6500
PD62070c	20	80	<11	false	50337604	0.3051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD62070d	20	80	31+	true	50337604	72.5965	96.8600	89.9600	80.2400	69.6400	59.4100	50.0500	41.7300	34.5100	28.3200	23.1000	18.7500	15.1500	12.2300	9.8400	7.9000
PD62071a	20	80	21+	true	50337604	46.2672	94.5700	80.7900	64.3000	48.9600	35.9500	25.6700	17.9300	12.3500	8.4400	5.7600	3.9600	2.7300	1.8900	1.3200	0.9200
PD62071b	20	80	11+	false	50337604	40.7714	87.5500	68.4600	51.1400	37.3700	27.0600	19.6700	14.4100	10.6600	7.9900	6.0600	4.6500	3.6100	2.8200	2.2200	1.7600
PD62071c	20	80	31+	true	50337604	67.2169	97.4700	90.4700	80.1800	68.8700	57.7800	47.4600	38.2900	30.4400	23.9200	18.6600	14.4600	11.1600	8.6000	6.6200	5.1100
PD62072a	20	80	31+	true	50337604	97.6017	97.8500	93.6300	87.2900	79.7400	71.9000	64.2000	56.9300	50.1200	43.8700	38.2000	33.1100	28.5900	24.6000	21.1200	18.1100
PD62072b	20	80	21+	true	50337604	67.6829	97.1300	89.3100	78.6500	67.3700	56.4900	46.5400	37.8300	30.4300	24.3200	19.3400	15.3200	12.1200	9.6000	7.6100	6.0500
PD62072c	20	80	21+	true	50337604	73.4424	96.6500	89.5900	79.8000	69.2300	59.1300	49.9600	41.8500	34.8200	28.8100	23.7100	19.4500	15.9200	12.9900	10.5800	8.6000
PD62072d	20	80	<11	false	50337604	1.7786	0.3800	0.0100	0	0	0	0	0	0	0	0	0	0	0	0	0
PD62073a	20	80	11+	false	50337604	42.8881	91.0400	73.1700	55.5400	41.1600	30.0500	21.7700	15.7400	11.4000	8.3100	6.1100	4.5300	3.3900	2.5700	1.9700	1.5300
PD62073b	20	80	21+	true	50337604	69.2915	97.1400	89.6100	79.1100	68.0300	57.4100	47.6100	38.9200	31.4700	25.2600	20.1900	16.0900	12.8300	10.2600	8.2200	6.6200
PD62074a	20	80	11+	false	50337604	36.9156	89.7000	69.0800	49.5200	34.0900	22.9400	15.2900	10.2600	6.9600	4.7900	3.3400	2.3400	1.6600	1.1900	0.8500	0.6100
PD62074b	20	80	31+	true	50337604	97.7959	97.9200	93.6800	87.2700	79.6600	71.7200	63.9400	56.6100	49.8200	43.5900	37.9600	32.9300	28.4500	24.5400	21.1300	18.1800
PD62074d	20	80	21+	true	50337604	58.0599	95.9700	85.8800	72.7900	59.7300	47.9800	37.9000	29.5300	22.7900	17.4200	13.2300	10.0200	7.5800	5.7300	4.3300	3.2900
PD62074e	20	80	<11	false	50337604	0.0187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD62075a	20	80	31+	true	50337604	84.8534	97.4600	91.9400	83.7900	74.6200	65.4900	56.9100	49.0700	42.0400	35.7900	30.3300	25.6200	21.5900	18.1700	15.2800	12.8400
PD62075b	20	80	41+	true	50337604	101.1304	98.1400	94.2800	88.1900	80.8600	73.1200	65.5000	58.2700	51.5300	45.3200	39.6500	34.5400	30.0100	26.0200	22.5000	19.4500
PD62075c	20	80	11+	false	50337604	50.0088	93.3400	79.7000	64.5700	50.7300	39.0300	29.5500	22.1200	16.4600	12.2100	9.0800	6.7700	5.0600	3.7900	2.8600	2.1800
PD62075d	20	80	31+	true	50337604	84.8356	97.2200	91.3000	82.9500	73.8300	64.8400	56.3800	48.6700	41.6700	35.4900	30.0600	25.3800	21.4000	18.0400	15.2100	12.8500
PD62075e	20	80	31+	true	50337604	86.7020	97.4700	91.6800	83.4400	74.4900	65.6800	57.3200	49.6200	42.6400	36.4300	30.9800	26.2800	22.2500	18.8500	15.9800	13.5600
PD62076a	20	80	31+	true	50337604	82.9406	97.4800	91.6600	83.2600	73.9900	64.8400	56.1900	48.2100	40.9900	34.5900	29.0300	24.2700	20.2600	16.9100	14.1300	11.8100
PD62076b	20	80	31+	true	50337604	79.9548	97.5500	91.6700	82.8600	73.0600	63.4700	54.5600	46.4300	39.1900	32.8200	27.3200	22.6700	18.7500	15.4900	12.8000	10.5800
PD62076c	20	80	31+	true	50337604	93.9897	98.0600	93.8400	87.2100	79.3300	71.1400	63.1400	55.5200	48.4200	41.9100	36.0600	30.8700	26.3200	22.3800	18.9800	16.0800
PD62077a	20	80	21+	true	50337604	69.6464	96.6700	89.5400	79.2400	68.1400	57.5100	47.8900	39.4800	32.2600	26.1600	21.0700	16.8700	13.4600	10.7100	8.5000	6.7400
PD62077b	20	80	31+	true	50337604	90.7901	97.8900	93.6300	86.8800	78.6500	70.0600	61.6900	53.8200	46.6700	40.2200	34.4900	29.4300	25.0100	21.1500	17.8500	15.0500
PD62077c	20	80	<11	false	50337604	27.6004	79.6700	52.8400	33.0400	20.2100	12.4200	7.7700	4.9700	3.2600	2.1800	1.4900	1.0300	0.7300	0.5200	0.3800	0.2800
PD62078a	20	80	11+	false	50337604	53.4550	92.2900	77.0900	61.9100	48.8600	38.2800	30	23.6500	18.7800	15.0600	12.2100	9.9800	8.2200	6.8100	5.6700	4.7200
PD62078b	20	80	11+	false	50337604	43.9427	92.9300	76.7000	59.2400	44.2500	32.2600	23.0500	16.2500	11.3900	7.9900	5.6400	4.0100	2.8700	2.0700	1.5100	1.1100
PD62078c	20	80	11+	false	50337604	47.3236	93.4400	78.7200	62.3300	47.8400	36.1000	26.9000	19.8400	14.5200	10.5500	7.6100	5.4700	3.9400	2.8500	2.0700	1.5100
PD62079a	20	80	31+	true	50337604	87.7295	97.9400	92.9300	85.3100	76.6400	67.8500	59.4700	51.6700	44.5100	38.0600	32.3500	27.3500	23.0500	19.3700	16.2600	13.6200
PD62079b	20	80	41+	true	50337604	98.4486	98.2700	94.3600	88.1400	80.6200	72.7200	64.9800	57.6400	50.7600	44.4300	38.7000	33.5500	28.9400	24.8800	21.3300	18.2400
PD62079c	20	80	31+	true	50337604	92.1057	97.9900	92.9600	85.4400	76.9500	68.4700	60.3700	52.8400	45.9000	39.6200	34.0500	29.1600	24.9300	21.2900	18.1900	15.5400
PD62080a	20	80	11+	false	50337604	46.2414	91.7600	75.7700	59.2500	45.1500	33.9300	25.3000	18.8200	13.9800	10.3900	7.7600	5.8300	4.4100	3.3500	2.5600	1.9600
PD62080b	20	80	21+	true	50337604	66.2413	97.1500	89.7200	78.9100	67.1800	55.9400	45.7900	36.9600	29.5200	23.3300	18.3000	14.2700	11.0700	8.5700	6.6300	5.1300
PD62080c	20	80	31+	true	50337604	74.8103	97.3300	90.7600	81.2500	70.8200	60.7000	51.4300	43.1100	35.8100	29.5300	24.2000	19.7500	16.0900	13.0800	10.6100	8.6000
PD62081a	20	80	11+	false	50337604	46.6061	93.2300	77.8300	61.1600	46.6600	34.9800	25.8400	18.8800	13.7200	9.9600	7.2500	5.3000	3.8900	2.8900	2.1700	1.6500
PD62081b	20	80	21+	true	50337604	62.3577	95.6100	85.1800	72.6100	60.3600	49.3800	39.9600	32.1100	25.6800	20.4700	16.3500	13.0700	10.4800	8.4200	6.8000	5.5000
PD62081c	20	80	21+	true	50337604	69.5893	95.5600	84.9300	72.4600	60.8700	50.7100	42.0500	34.7800	28.8300	24	20.1000	16.9600	14.4100	12.3000	10.5600	9.1100
PD62082a	20	80	11+	false	50337604	33.2711	84.9500	62.0100	42.8100	28.8900	19.2900	12.8500	8.5600	5.7300	3.8700	2.6400	1.8200	1.2800	0.9000	0.6400	0.4600
PD62082b	20	80	21+	true	50337604	58.1986	94.8500	83.4800	70.2600	57.7400	46.6100	37.0500	29.1200	22.7300	17.6900	13.7800	10.7600	8.4500	6.6600	5.3000	4.2300
PD62082c	20	80	11+	false	50337604	39.0543	89.8600	70.4400	51.9700	37.1300	25.9900	17.9600	12.3800	8.5200	5.9000	4.1300	2.9300	2.1100	1.5300	1.1300	0.8400
PD62083a	20	80	<11	false	50337604	2.4494	1.0900	0.0300	0	0	0	0	0	0	0	0	0	0	0	0	0
PD62083b	20	80	21+	true	50337604	60.4537	96.5300	87.3400	75.4400	63.1300	51.3400	40.7600	31.7800	24.4700	18.7400	14.3600	11.0100	8.4500	6.4800	4.9600	3.7700
PD62083c	20	80	21+	true	50337604	56.1502	94.5500	83.4000	69.7600	56.6700	45.3100	35.8000	27.9900	21.7100	16.7400	12.8200	9.7700	7.4200	5.6400	4.2800	3.2600
PD62083d	20	80	41+	true	50337604	107.4480	98.3700	94.9000	89.4800	82.9200	75.9200	68.9500	62.1600	55.6900	49.5800	43.8400	38.5500	33.7600	29.4400	25.5700	22.1700
PD62084a	20	80	21+	true	50337604	70.6297	95.7600	86.4500	75.3400	64.4100	54.2000	45.0800	37.2500	30.7100	25.3500	21.0300	17.5200	14.6800	12.3400	10.4100	8.8200
PD62084b	20	80	31+	true	50337604	78.8689	97.3300	91.3400	82.5600	72.7500	63.0800	54.0500	45.9100	38.6900	32.3600	26.9300	22.3300	18.4500	15.2100	12.5300	10.3200
